,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
0,1241349,An alternative look to source/sink relationships in plants: Assessing the role of stem photosynthesis in drought tolerance and water use in woody species of agricultural interest,01/08/2023,01/08/2023,"M. Garrido / R. Infante, R. Campos",Centro de Estudios de Zonas Áridas,FONDECYT,Regular
1,ATE230063,Monitoring system of agricultural productive potentials as a tool for the adaptation of small and medium agriculture to new climate scenarios,01/06/2023,01/06/2023,"J. Haberland / F. Santibáñez, M. Garrido, O. Seguel",Departamento de Ingeniería y Suelos,Programa de Investigación Asociativa,Anillo de Investigación en Ciencia y Tecnología Temático
2,1231751,Viticulture and climate change adaptation in southern Chile: site-typicity in cv. Pinot Noir grape berries and wines using metabolic profiling and sensory analysis,01/03/2023,01/03/2026,"Ã. Peña / C. Pastenes, M. Garrido",Departamento Agroindustria y Enología,FONDECYT,Regular
3,3230186,"Efecto de la hipoxia sobre la morfología, fisiología y crecimiento de la raíz y de la parte aérea, en arándanos cultivados utilizando aeroponía",01/03/2023,01/03/2023,M. Garrido,Centro de Estudios de Zonas Áridas,FONDECYT,Postdoctorado
4,1221559,Use of naturalized rootstocks (Vitis vinifera) as adaptative strategy for Carménère clones to cope with water stress under contrasting environments: Understanding stress regulation and grapevine maturity impacts,01/10/2021,01/10/2021,M. Garrido,Centro Regional Intihuasi- III y IV Región,FONDECYT,Regular
5,13220140,"High throughput phenotyping platform for the characterization of plant water-productivity, resistance, and resilience under water stress: advances in ecophysiological selection for a climate change adaption of agricultural systems",01/09/2022,01/09/2022,M. Garrido,Centro de Estudios de Zonas Áridas,Fondecyt_Anid,Proyectos de Exploración
6,1221212,"Dissecting the root to shoot responses in nitrogen uptake, translocation and allocation upon water deficit in grapevines with contrasting stomatal sensitivity, and the consequences for YAN in grape berries",01/04/2022,01/04/2025,"C. Pastenes / R. Campos, J. Covarrubias, Ã. Peña, M. Garrido",Departamento de Producción Agrícola,FONDECYT,Regular
7,1211495,Use of naturalized rootstocks (Vitis vinifera) as adaptative strategy for Carménère clones to cope with water stress: Understanding stress regulation and grapevine properties to ameliorate maturity decoupling,01/08/2020,01/08/2020,M. Garrido,Centro Regional Intihuasi- III y IV Región,FONDECYT,Regular
8,FIC202102,Producción sostenible de deshidratados hortofrutícolas,01/07/2022,01/07/2022,M. Garrido,Departamento de Producción Agrícola,Fondos de Innovación para la Competitividad,GORE Coquimbo
9,1210618,HYDRAULIC MECHANISMS AND CARBON METABOLISM IN THE ADAPTATION OF DURUM WHEAT TO CONDITIONS OF CLIMATE CHANGE IN SEVERE DROUGHT MEDITERRANEAN ENVIRONMENTS,01/08/2020,01/08/2020,P. Silva / M. Garrido,Departamento de Producción Agrícola,FONDECYT,Regular
